"season","Date","Visitor","G","Home","G","Var.7","Att.","LOG","Notes","playoffs"
2011,"2010-11-22","Boston Bruins","1","Tampa Bay Lightning","3","","","","",0
2011,"2010-11-22","Dallas Stars","1","Toronto Maple Leafs","4","","","","",0
2011,"2010-11-23","Edmonton Oilers","0","Phoenix Coyotes","5","","","","",0
2011,"2010-11-24","Detroit Red Wings","1","Atlanta Thrashers","5","","","","",0
2011,"2010-11-24","Pittsburgh Penguins","1","Buffalo Sabres","0","","","","",0
2011,"2010-11-24","Washington Capitals","3","Carolina Hurricanes","2","","","","",0
2011,"2010-11-24","Boston Bruins","3","Florida Panthers","1","","","","",0
2011,"2010-11-24","Philadelphia Flyers","6","Minnesota Wild","1","","","","",0
2011,"2010-11-24","Los Angeles Kings","1","Montreal Canadiens","4","","","","",0
2011,"2010-11-24","Calgary Flames","1","New Jersey Devils","2","SO","","","",0
2011,"2010-11-24","St. Louis Blues","2","Nashville Predators","1","SO","","","",0
2011,"2010-11-24","Columbus Blue Jackets","4","New York Islanders","3","OT","","","",0
2011,"2010-11-24","Dallas Stars","2","Ottawa Senators","1","","","","",0
2011,"2010-11-24","Chicago Blackhawks","2","San Jose Sharks","5","","","","",0
2011,"2010-11-24","New York Rangers","3","Tampa Bay Lightning","5","","","","",0
2011,"2010-11-24","Colorado Avalanche","2","Vancouver Canucks","4","","","","",0
2011,"2010-11-25","Colorado Avalanche","2","Edmonton Oilers","3","","","","",0
2011,"2010-11-26","Chicago Blackhawks","4","Anaheim Ducks","1","","","","",0
2011,"2010-11-26","Montreal Canadiens","0","Atlanta Thrashers","3","","","","",0
2011,"2010-11-26","Carolina Hurricanes","3","Boston Bruins","0","","","","",0
2011,"2010-11-26","Toronto Maple Leafs","1","Buffalo Sabres","3","","","","",0
2011,"2010-11-26","Detroit Red Wings","2","Columbus Blue Jackets","1","","","","",0
2011,"2010-11-26","St. Louis Blues","2","Dallas Stars","3","","","","",0
2011,"2010-11-26","New York Rangers","3","Florida Panthers","0","","","","",0
2011,"2010-11-26","Nashville Predators","2","Minnesota Wild","5","","","","",0
2011,"2010-11-26","New Jersey Devils","0","New York Islanders","2","","","","",0
2011,"2010-11-26","Calgary Flames","3","Philadelphia Flyers","2","SO","","","",0
2011,"2010-11-26","Ottawa Senators","1","Pittsburgh Penguins","2","","","","",0
2011,"2010-11-26","San Jose Sharks","1","Vancouver Canucks","6","","","","",0
2011,"2010-11-26","Tampa Bay Lightning","0","Washington Capitals","6","","","","",0
2011,"2010-11-27","Minnesota Wild","4","Colorado Avalanche","7","","","","",0
2011,"2010-11-27","San Jose Sharks","4","Edmonton Oilers","3","","","","",0
2011,"2010-11-27","Chicago Blackhawks","2","Los Angeles Kings","1","","","","",0
2011,"2010-11-27","Buffalo Sabres","1","Montreal Canadiens","3","","","","",0
2011,"2010-11-27","Philadelphia Flyers","1","New Jersey Devils","2","SO","","","",0
2011,"2010-11-27","New York Rangers","2","Nashville Predators","1","SO","","","",0
2011,"2010-11-27","Toronto Maple Leafs","0","Ottawa Senators","3","","","","",0
2011,"2010-11-27","Anaheim Ducks","6","Phoenix Coyotes","4","","","","",0
2011,"2010-11-27","Calgary Flames","1","Pittsburgh Penguins","4","","","","",0
2011,"2010-11-27","Dallas Stars","2","St. Louis Blues","1","","","","",0
2011,"2010-11-27","Florida Panthers","4","Tampa Bay Lightning","3","SO","","","",0
2011,"2010-11-28","Boston Bruins","1","Atlanta Thrashers","4","","","","",0
2011,"2010-11-28","Columbus Blue Jackets","2","Detroit Red Wings","4","","","","",0
2011,"2010-11-28","Carolina Hurricanes","2","Washington Capitals","3","SO","","","",0
2011,"2010-11-29","Los Angeles Kings","0","Anaheim Ducks","2","","","","",0
2011,"2010-11-29","Dallas Stars","4","Carolina Hurricanes","1","","","","",0
2011,"2010-11-29","Minnesota Wild","0","Calgary Flames","3","","","","",0
2011,"2010-11-29","Pittsburgh Penguins","3","New York Rangers","1","","","","",0
2011,"2010-11-29","Edmonton Oilers","4","Ottawa Senators","1","","","","",0
2011,"2010-11-30","St. Louis Blues","5","Chicago Blackhawks","7","","","","",0
2011,"2010-11-30","Atlanta Thrashers","3","Colorado Avalanche","2","OT","","","",0
2011,"2010-11-30","Phoenix Coyotes","0","Nashville Predators","3","","","","",0
2011,"2010-11-30","Detroit Red Wings","5","San Jose Sharks","3","","","","",0
2011,"2010-11-30","Tampa Bay Lightning","4","Toronto Maple Leafs","3","OT","","","",0
2011,"2010-12-01","Florida Panthers","3","Anaheim Ducks","5","","","","",0
2011,"2010-12-01","Nashville Predators","4","Columbus Blue Jackets","3","SO","","","",0
2011,"2010-12-01","Vancouver Canucks","7","Calgary Flames","2","","","","",0
2011,"2010-12-01","Phoenix Coyotes","4","Minnesota Wild","2","","","","",0
2011,"2010-12-01","Edmonton Oilers","4","Montreal Canadiens","3","OT","","","",0
2011,"2010-12-01","Boston Bruins","3","Philadelphia Flyers","0","","","","",0
2011,"2010-12-01","Washington Capitals","4","St. Louis Blues","1","","","","",0
2011,"2010-12-02","Tampa Bay Lightning","1","Boston Bruins","8","","","","",0
2011,"2010-12-02","Washington Capitals","1","Dallas Stars","2","","","","",0
2011,"2010-12-02","Florida Panthers","2","Los Angeles Kings","3","","","","",0
2011,"2010-12-02","Montreal Canadiens","5","New Jersey Devils","1","","","","",0
2011,"2010-12-02","New York Rangers","6","New York Islanders","5","","","","",0
2011,"2010-12-02","San Jose Sharks","4","Ottawa Senators","0","","","","",0
2011,"2010-12-02","Atlanta Thrashers","2","Pittsburgh Penguins","3","","","","",0
2011,"2010-12-02","Edmonton Oilers","5","Toronto Maple Leafs","0","","","","",0
2011,"2010-12-03","Detroit Red Wings","4","Anaheim Ducks","0","","","","",0
2011,"2010-12-03","Columbus Blue Jackets","0","Buffalo Sabres","5","","","","",0
2011,"2010-12-03","Colorado Avalanche","1","Carolina Hurricanes","2","OT","","","",0
2011,"2010-12-03","Vancouver Canucks","3","Chicago Blackhawks","0","","","","",0
2011,"2010-12-03","Calgary Flames","3","Minnesota Wild","2","SO","","","",0
2011,"2010-12-03","New York Islanders","0","New York Rangers","2","","","","",0
2011,"2010-12-04","Pittsburgh Penguins","7","Columbus Blue Jackets","2","","","","",0
2011,"2010-12-04","Minnesota Wild","3","Dallas Stars","4","OT","","","",0
2011,"2010-12-04","St. Louis Blues","1","Edmonton Oilers","2","OT","","","",0
2011,"2010-12-04","Detroit Red Wings","2","Los Angeles Kings","3","OT","","","",0
2011,"2010-12-04","San Jose Sharks","1","Montreal Canadiens","3","","","","",0
2011,"2010-12-04","Carolina Hurricanes","2","Nashville Predators","5","","","","",0
2011,"2010-12-04","Buffalo Sabres","1","Ottawa Senators","0","SO","","","",0
2011,"2010-12-04","New Jersey Devils","3","Philadelphia Flyers","5","","","","",0
2011,"2010-12-04","Florida Panthers","2","Phoenix Coyotes","1","SO","","","",0
2011,"2010-12-04","Colorado Avalanche","5","Tampa Bay Lightning","6","","","","",0
2011,"2010-12-04","Boston Bruins","2","Toronto Maple Leafs","3","SO","","","",0
2011,"2010-12-04","Atlanta Thrashers","3","Washington Capitals","1","","","","",0
2011,"2010-12-05","Phoenix Coyotes","3","Anaheim Ducks","0","","","","",0
2011,"2010-12-05","Calgary Flames","2","Chicago Blackhawks","4","","","","",0
2011,"2010-12-05","Philadelphia Flyers","3","New York Islanders","2","","","","",0
2011,"2010-12-05","Ottawa Senators","3","New York Rangers","1","","","","",0
2011,"2010-12-05","St. Louis Blues","3","Vancouver Canucks","2","","","","",0
2011,"2010-12-06","Nashville Predators","2","Atlanta Thrashers","3","OT","","","",0
2011,"2010-12-06","Dallas Stars","2","Columbus Blue Jackets","3","SO","","","",0
2011,"2010-12-06","San Jose Sharks","5","Detroit Red Wings","2","","","","",0
2011,"2010-12-06","New Jersey Devils","1","Pittsburgh Penguins","2","","","","",0
2011,"2010-12-06","Toronto Maple Leafs","5","Washington Capitals","4","SO","","","",0
2011,"2010-12-07","Buffalo Sabres","2","Boston Bruins","3","OT","","","",0
2011,"2010-12-07","Tampa Bay Lightning","2","Calgary Flames","4","","","","",0
2011,"2010-12-07","Anaheim Ducks","3","Edmonton Oilers","2","SO","","","",0
2011,"2010-12-07","Colorado Avalanche","3","Florida Panthers","4","OT","","","",0
2011,"2010-12-07","Ottawa Senators","1","Montreal Canadiens","4","","","","",0
2011,"2010-12-08","Dallas Stars","3","Chicago Blackhawks","5","","","","",0
2011,"2010-12-08","Nashville Predators","3","Detroit Red Wings","2","","","","",0
2011,"2010-12-08","San Jose Sharks","5","Philadelphia Flyers","4","SO","","","",0
2011,"2010-12-08","Toronto Maple Leafs","2","Pittsburgh Penguins","5","","","","",0
2011,"2010-12-08","Anaheim Ducks","4","Vancouver Canucks","5","SO","","","",0
2011,"2010-12-09","New York Islanders","2","Boston Bruins","5","","","","",0
2011,"2010-12-09","San Jose Sharks","3","Buffalo Sabres","6","","","","",0
2011,"2010-12-09","Calgary Flames","1","Los Angeles Kings","2","","","","",0
2011,"2010-12-09","New York Rangers","5","Ottawa Senators","3","","","","",0
2011,"2010-12-09","Minnesota Wild","3","Phoenix Coyotes","2","","","","",0
2011,"2010-12-09","Columbus Blue Jackets","1","St. Louis Blues","4","","","","",0
2011,"2010-12-09","Philadelphia Flyers","4","Toronto Maple Leafs","1","","","","",0
2011,"2010-12-09","Florida Panthers","3","Washington Capitals","0","","","","",0
2011,"2010-12-10","Calgary Flames","2","Anaheim Ducks","3","SO","","","",0
2011,"2010-12-10","Colorado Avalanche","4","Atlanta Thrashers","2","","","","",0
2011,"2010-12-10","Carolina Hurricanes","1","Dallas Stars","2","SO","","","",0
2011,"2010-12-10","Montreal Canadiens","2","Detroit Red Wings","4","","","","",0
2011,"2010-12-10","Tampa Bay Lightning","3","Edmonton Oilers","4","SO","","","",0
2011,"2010-12-10","New Jersey Devils","2","Ottawa Senators","3","","","","",0
2011,"2010-12-11","Philadelphia Flyers","2","Boston Bruins","1","OT","","","",0
2011,"2010-12-11","Pittsburgh Penguins","5","Buffalo Sabres","2","","","","",0
2011,"2010-12-11","New York Rangers","1","Columbus Blue Jackets","3","","","","",0
2011,"2010-12-11","Minnesota Wild","3","Los Angeles Kings","2","OT","","","",0
2011,"2010-12-11","Detroit Red Wings","4","New Jersey Devils","1","","","","",0
2011,"2010-12-11","Florida Panthers","0","Nashville Predators","3","","","","",0
2011,"2010-12-11","Atlanta Thrashers","5","New York Islanders","4","","","","",0
2011,"2010-12-11","Dallas Stars","2","Phoenix Coyotes","5","","","","",0
2011,"2010-12-11","Chicago Blackhawks","1","San Jose Sharks","2","OT","","","",0
2011,"2010-12-11","Carolina Hurricanes","2","St. Louis Blues","1","SO","","","",0
2011,"2010-12-11","Montreal Canadiens","1","Toronto Maple Leafs","3","","","","",0
2011,"2010-12-11","Tampa Bay Lightning","5","Vancouver Canucks","4","OT","","","",0
2011,"2010-12-11","Colorado Avalanche","3","Washington Capitals","2","","","","",0
2011,"2010-12-12","Minnesota Wild","2","Anaheim Ducks","6","","","","",0
2011,"2010-12-12","Vancouver Canucks","2","Edmonton Oilers","1","","","","",0
2011,"2010-12-12","Washington Capitals","0","New York Rangers","7","","","","",0
2011,"2010-12-13","Columbus Blue Jackets","2","Calgary Flames","3","OT","","","",0
2011,"2010-12-13","Chicago Blackhawks","5","Colorado Avalanche","7","","","","",0
2011,"2010-12-13","Los Angeles Kings","5","Detroit Red Wings","0","","","","",0
2011,"2010-12-13","New York Islanders","0","Nashville Predators","5","","","","",0
2011,"2010-12-13","Atlanta Thrashers","4","Ottawa Senators","3","OT","","","",0
2011,"2010-12-13","Dallas Stars","3","San Jose Sharks","2","SO","","","",0
2011,"2010-12-14","Toronto Maple Leafs","4","Edmonton Oilers","1","","","","",0
2011,"2010-12-14","Pittsburgh Penguins","2","Philadelphia Flyers","3","","","","",0
2011,"2010-12-15","Boston Bruins","2","Buffalo Sabres","3","","","","",0
2011,"2010-12-15","Colorado Avalanche","4","Chicago Blackhawks","3","","","","",0
2011,"2010-12-15","St. Louis Blues","2","Detroit Red Wings","5","","","","",0
2011,"2010-12-15","Carolina Hurricanes","4","Florida Panthers","3","","","","",0
2011,"2010-12-15","Philadelphia Flyers","5","Montreal Canadiens","3","","","","",0
2011,"2010-12-15","Phoenix Coyotes","0","New Jersey Devils","3","","","","",0
2011,"2010-12-15","San Jose Sharks","2","Nashville Predators","3","","","","",0
2011,"2010-12-15","New York Rangers","4","Pittsburgh Penguins","1","","","","",0
2011,"2010-12-15","Atlanta Thrashers","1","Tampa Bay Lightning","2","SO","","","",0
2011,"2010-12-15","Columbus Blue Jackets","2","Vancouver Canucks","3","OT","","","",0
2011,"2010-12-15","Anaheim Ducks","2","Washington Capitals","1","OT","","","",0
2011,"2010-12-16","Carolina Hurricanes","3","Atlanta Thrashers","2","SO","","","",0
2011,"2010-12-16","Toronto Maple Leafs","2","Calgary Flames","5","","","","",0
2011,"2010-12-16","San Jose Sharks","4","Dallas Stars","3","OT","","","",0
2011,"2010-12-16","Columbus Blue Jackets","3","Edmonton Oilers","6","","","","",0
2011,"2010-12-16","Ottawa Senators","3","Minnesota Wild","1","","","","",0
2011,"2010-12-16","Boston Bruins","3","Montreal Canadiens","4","","","","",0
2011,"2010-12-16","Anaheim Ducks","2","New York Islanders","3","","","","",0
2011,"2010-12-16","Phoenix Coyotes","3","New York Rangers","4","SO","","","",0
2011,"2010-12-16","Los Angeles Kings","4","St. Louis Blues","6","","","","",0
2011,"2010-12-17","Detroit Red Wings","1","Chicago Blackhawks","4","","","","",0
2011,"2010-12-17","Ottawa Senators","5","Colorado Avalanche","6","OT","","","",0
2011,"2010-12-17","Buffalo Sabres","2","Florida Panthers","6","","","","",0
2011,"2010-12-17","Nashville Predators","3","New Jersey Devils","1","","","","",0
2011,"2010-12-18","New Jersey Devils","1","Atlanta Thrashers","7","","","","",0
2011,"2010-12-18","Washington Capitals","2","Boston Bruins","3","","","","",0
2011,"2010-12-18","Anaheim Ducks","2","Carolina Hurricanes","4","","","","",0
2011,"2010-12-18","Dallas Stars","2","Columbus Blue Jackets","1","","","","",0
2011,"2010-12-18","Minnesota Wild","3","Calgary Flames","1","","","","",0
2011,"2010-12-18","Los Angeles Kings","6","Nashville Predators","1","","","","",0
2011,"2010-12-18","Phoenix Coyotes","4","New York Islanders","3","SO","","","",0
2011,"2010-12-18","New York Rangers","1","Philadelphia Flyers","4","","","","",0
2011,"2010-12-18","San Jose Sharks","4","St. Louis Blues","1","","","","",0
2011,"2010-12-18","Buffalo Sabres","1","Tampa Bay Lightning","3","","","","",0
2011,"2010-12-18","Toronto Maple Leafs","1","Vancouver Canucks","4","","","","",0
2011,"2010-12-19","Los Angeles Kings","2","Chicago Blackhawks","3","","","","",0
2011,"2010-12-19","Montreal Canadiens","2","Colorado Avalanche","3","","","","",0
2011,"2010-12-19","Dallas Stars","4","Detroit Red Wings","3","OT","","","",0
2011,"2010-12-19","Washington Capitals","3","Ottawa Senators","2","","","","",0
2011,"2010-12-20","Anaheim Ducks","3","Boston Bruins","0","","","","",0
2011,"2010-12-20","Calgary Flames","1","Minnesota Wild","4","","","","",0
2011,"2010-12-20","Florida Panthers","5","Philadelphia Flyers","0","","","","",0
2011,"2010-12-20","Phoenix Coyotes","1","Pittsburgh Penguins","6","","","","",0
2011,"2010-12-20","Vancouver Canucks","3","St. Louis Blues","1","","","","",0
2011,"2010-12-20","Carolina Hurricanes","1","Tampa Bay Lightning","5","","","","",0
2011,"2010-12-20","Atlanta Thrashers","6","Toronto Maple Leafs","3","","","","",0
2011,"2010-12-21","St. Louis Blues","4","Atlanta Thrashers","2","","","","",0
2011,"2010-12-21","Anaheim Ducks","2","Buffalo Sabres","5","","","","",0
2011,"2010-12-21","Calgary Flames","1","Columbus Blue Jackets","3","","","","",0
2011,"2010-12-21","Los Angeles Kings","5","Colorado Avalanche","0","","","","",0
2011,"2010-12-21","Montreal Canadiens","2","Dallas Stars","5","","","","",0
2011,"2010-12-21","Edmonton Oilers","1","San Jose Sharks","2","","","","",0
2011,"2010-12-21","New Jersey Devils","1","Washington Capitals","5","","","","",0
2011,"2010-12-22","Nashville Predators","1","Chicago Blackhawks","4","","","","",0
2011,"2010-12-22","Vancouver Canucks","4","Detroit Red Wings","5","OT","","","",0
2011,"2010-12-22","Tampa Bay Lightning","1","New York Islanders","2","OT","","","",0
2011,"2010-12-22","Florida Panthers","2","Pittsburgh Penguins","5","","","","",0
2011,"2010-12-23","Atlanta Thrashers","1","Boston Bruins","4","","","","",0
2011,"2010-12-23","Florida Panthers","4","Buffalo Sabres","3","","","","",0
2011,"2010-12-23","Montreal Canadiens","3","Carolina Hurricanes","2","","","","",0
2011,"2010-12-23","Vancouver Canucks","7","Columbus Blue Jackets","3","","","","",0
2011,"2010-12-23","Minnesota Wild","3","Colorado Avalanche","1","","","","",0
2011,"2010-12-23","Calgary Flames","3","Dallas Stars","2","SO","","","",0
2011,"2010-12-23","Edmonton Oilers","2","Los Angeles Kings","3","SO","","","",0
2011,"2010-12-23","New York Islanders","5","New Jersey Devils","1","","","","",0
2011,"2010-12-23","Ottawa Senators","2","Nashville Predators","1","","","","",0
2011,"2010-12-23","Tampa Bay Lightning","4","New York Rangers","3","SO","","","",0
2011,"2010-12-23","Phoenix Coyotes","1","San Jose Sharks","4","","","","",0
2011,"2010-12-23","Detroit Red Wings","3","St. Louis Blues","4","","","","",0
2011,"2010-12-23","Pittsburgh Penguins","3","Washington Capitals","2","SO","","","",0
2011,"2010-12-26","Tampa Bay Lightning","3","Atlanta Thrashers","2","OT","","","",0
2011,"2010-12-26","Washington Capitals","3","Carolina Hurricanes","2","","","","",0
2011,"2010-12-26","Columbus Blue Jackets","1","Chicago Blackhawks","4","","","","",0
2011,"2010-12-26","Phoenix Coyotes","1","Dallas Stars","0","","","","",0
2011,"2010-12-26","Anaheim Ducks","1","Los Angeles Kings","4","","","","",0
2011,"2010-12-26","Detroit Red Wings","4","Minnesota Wild","1","","","","",0
2011,"2010-12-26","Toronto Maple Leafs","4","New Jersey Devils","1","","","","",0
2011,"2010-12-26","Montreal Canadiens","1","New York Islanders","4","","","","",0
2011,"2010-12-26","Pittsburgh Penguins","1","Ottawa Senators","3","","","","",0
2011,"2010-12-26","Nashville Predators","0","St. Louis Blues","2","","","","",0
